call_count,name,unmangled_name,TU,qualifiers,cycle_id,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file,module,model_type,model_file
0,!data.py!%SCRIPT,"var ()",1,,-1,generic,No_Model,None,security,No_Model,None,concurrency,No_Model,None,stack_use,No_Model,None,uninit,No_Model,None,ptr_arith,No_Model,None,exceptions,No_Model,None,codexm_previous_pass,No_Model,None,codexm,No_Model,None,ta_generic,No_Model,None,ta_flow_insensitive,No_Model,None,ta_security,No_Model,None
0,!gruyere.py!%SCRIPT,"var ()",2,,-1,generic,No_Model,None,security,No_Model,None,concurrency,No_Model,None,stack_use,No_Model,None,uninit,No_Model,None,ptr_arith,No_Model,None,exceptions,No_Model,None,codexm_previous_pass,No_Model,None,codexm,No_Model,None,ta_generic,No_Model,None,ta_flow_insensitive,No_Model,None,ta_security,No_Model,None
0,!gtl.py!%SCRIPT,"var ()",3,,-1,generic,No_Model,None,security,No_Model,None,concurrency,No_Model,None,stack_use,No_Model,None,uninit,No_Model,None,ptr_arith,No_Model,None,exceptions,No_Model,None,codexm_previous_pass,No_Model,None,codexm,No_Model,None,ta_generic,No_Model,None,ta_flow_insensitive,No_Model,None,ta_security,No_Model,None
0,!sanitize.py!%SCRIPT,"var ()",4,,-1,generic,No_Model,None,security,No_Model,None,concurrency,No_Model,None,stack_use,No_Model,None,uninit,No_Model,None,ptr_arith,No_Model,None,exceptions,No_Model,None,codexm_previous_pass,No_Model,None,codexm,No_Model,None,ta_generic,No_Model,None,ta_flow_insensitive,No_Model,None,ta_security,No_Model,None
